Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Senior Wholesales Executive,"Osotspa Myanmar Co.,Ltd","Sales, Business Development",Yangon,Benefits: Sales Incentive,Highlights:Join an experienced team,Career Opportunities: Learn new skills.,15 Jan 2024,https://www.jobnet.com.mm/job/senior-wholesales-executive-osotspa-myanmar-co-ltd/94501,55
National Sales & Marketing Manager,Industry Leading Company,"Sales, Business Development",Yangon,Benefits: Bonus Meal Allowance or Travel Allowance Commission Uniform Ferry,Highlights:Fun Working Environment Make a Different,Career Opportunities: Training Provided,15 Jan 2024,https://www.jobnet.com.mm/job/national-sales-and-marketing-manager/91704,55
Head Of Underwriter (Life Insurances),Young Investment Group,"Medical, Nursing, Pharmacy",Yangon,Benefits: - Bonus - Performance Rewards - Phone Bills,Highlights:Join a winning team,Career Opportunities: - Management Potential,15 Jan 2024,https://www.jobnet.com.mm/job/head-of-underwriter-life-insurances-young-investment-group/94498,55
Sales And Marketing Manager,SLG Education (SIS Myanmar),"Sales, Business Development",Yangon,Benefits: • Ferry Way • Sat and Sunday off,Highlights:• Fun Working environment • International Standards,Career Opportunities: • Learn news skills on the job • Promotion Opportunities • Training,15 Jan 2024,https://www.jobnet.com.mm/job/sales-and-marketing-manager-slg-education-sis-myanmar/94494,55
General Manager,Industry Leading Company,Administrative,Shan State,Benefits: Rewards over performance,Highlights:Fun working environment,Career Opportunities: Opportunities for promotion,15 Jan 2024,https://www.jobnet.com.mm/job/general-manager/94493,55
Alternative Channel Officer,MPT - Myanma Posts & Telecommunications,"Sales, Business Development",Yangon,Benefits: Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/alternative-channel-officer-mpt-myanma-posts-and-telecommunications/94492,55
Visual Merchanding Manager - Mandalay,Time Square Trading,"Sales, Business Development",Mandalay,Benefits: Bonus,Highlights:Team Work,Career Opportunities: Training,15 Jan 2024,https://www.jobnet.com.mm/job/visual-merchanding-manager-mandalay-time-square-trading/85743,55
Billing Operation Engineer,MPT - Myanma Posts & Telecommunications,"IT Hardware, Software",Yangon,Benefits: Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/billing-operation-engineer-mpt-myanma-posts-and-telecommunications/94488,55
HR Assistant/HR Staff (Mandalay),Win Brothers Group of Companies Limited,"HR, Training and Recruitment",Mandalay,Benefits: -Annual Bonus -Long Service Awards,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Training provided -Learn new skill on the job -Promotions opportunities,15 Jan 2024,https://www.jobnet.com.mm/job/hr-assistant-hr-staff-mandalay-win-brothers-group-of-companies-limited/94487,55
Shipping Accounts Executive,"Norstar Crew Management Co., Ltd.","Finance, Accounting, Audit",Yangon,Benefits: * Health care insurance  * Monthly mobile top up allowance,Highlights:* International standard,Career Opportunities: * Promotion opportunity * Learn new skill on job,15 Jan 2024,https://www.jobnet.com.mm/job/shipping-accounts-executive-norstar-crew-management-co-ltd/94485,55
Senior Brand Executive,Unilever Myanmar,"Marketing, Media, Creative",Yangon,Benefits: *Bonus *Competitive Salary *Medical Benefit *Life Insurance,Highlights:*International Standard *Join an experienced team *Make it Difference,Career Opportunities: *Free Digital Learning Platforms *Learn new skill on job *Promotion potential,15 Jan 2024,https://www.jobnet.com.mm/job/senior-brand-executive-unilever-myanmar/94484,55
IT Assistant,BrainWorks-Total International School,"IT Hardware, Software",Yangon,Benefits: - competitive salary - experience working in multinational organization - professional development,Highlights:- Fun working environment - International Standards,Career Opportunities: Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/it-assistant-brainworks-total-international-school/94482,55
HR Admin Manager,ASG Bancorp Microfinance Limited,"HR, Training and Recruitment",Yangon,"Benefits: Attractive Salary Attendance Allowance Travel Allowance Health Insurance Annual Bonus Sat, Sun & Public holidays Off",Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/hr-admin-manager-asg-bancorp-microfinance-limited/94481,55
Sales Assistant Manager,KBTC Group of Companies Limited,"Sales, Business Development",Yangon,Benefits: Training  Salary increasement Phone Sim Card Grab Taxi Allowance,Highlights:- Make a difference - Join a experience team,Career Opportunities: Training Provided  Career Opportunity,15 Jan 2024,https://www.jobnet.com.mm/job/sales-assistant-manager-kbtc-group-of-companies-limited/94480,55
Junior IT Officer,Gandamar Shwe Pyi,"IT Hardware, Software",Yangon,"Benefits: - Uniform & Ferry Provided - Life Insurance - Medical Allowance 500,000 MMK per year",Highlights:- Make different - Join experience team,Career Opportunities: - Learn new skill on the job - Promotion opportunities - Training Provided,15 Jan 2024,https://www.jobnet.com.mm/job/junior-it-officer-gandamar-shwe-pyi/94479,55
Email Administrator Executive,AGD Bank,"IT Hardware, Software",Yangon,Benefits: Provide Ferry,Highlights:Join an experienced team,Career Opportunities: Promotion Opportunities,15 Jan 2024,https://www.jobnet.com.mm/job/email-administrator-executive-agd-bank/94478,55
Executive Assistant For Group HR Manager,Super Seven Stars,"HR, Training and Recruitment",Yangon,"Benefits: Transportation Allowance (or) Ferry Provide Attendance Allowance Phone Bill Allowance Sat, Sunday and Public Holiday",Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,15 Jan 2024,https://www.jobnet.com.mm/job/executive-assistant-for-group-hr-manager-super-seven-stars/94476,55
Social Media Specialist,New Sky Travel,"Marketing, Media, Creative",Yangon,Benefits: Yearly bonus Transportation allowance OT allowance Sale incentive,Highlights:Fun working environment,Career Opportunities: Possibility for job training,13 Jan 2024,https://www.jobnet.com.mm/job/social-media-specialist-new-sky-travel/94464,55
Hr Admin Officer,New Sky Travel,"HR, Training and Recruitment",Yangon,Benefits: Yearly Bonus Transportation allowance Ot allowance,Highlights:Fun working environment Team player,Career Opportunities: Learn new skills and techniques,13 Jan 2024,https://www.jobnet.com.mm/job/hr-admin-officer-new-sky-travel/94461,55
Junior Accountant,Hanthar Net FTTH,"Finance, Accounting, Audit",Mon State,Benefits: • Bonus • Meal or Travel allowance • Overtime Payments,Highlights:• Fun working environment • International standards • Make a difference • Join an experienced team,Career Opportunities: • Training provided • Learn new Skills on the Job • Life insurance,13 Jan 2024,https://www.jobnet.com.mm/job/junior-accountant-hanthar-net-ftth/94458,55
MEP Engineer,MARGA GROUP,"Engineering, Technical, HSE",Yangon,Benefits: Rewards for over performance Health Insurance,Highlights:International Standard,Career Opportunities: Learn new skill on the job,13 Jan 2024,https://www.jobnet.com.mm/job/mep-engineer-marga-group/94454,55
Page Admin,Beauty Apex,"Customer Service, Support",Yangon,Benefits: - bonus - overtime payment,Highlights:- Fun working environment - Friendly environment,Career Opportunities: - Promotion opportunities - management potential,12 Jan 2024,https://www.jobnet.com.mm/job/page-admin-beauty-apex/94447,55
Technician,KBZ Bank,"Engineering, Technical, HSE",Yangon,Benefits: - Bonus + Uniform,Highlights:- Fun Working Environment,Career Opportunities: - Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/technician-kbz-bank/94445,55
Project Sales Manager,"Hafary Myanmar-Leading Tile Supplier, Singapore","Sales, Business Development",Yangon,Benefits: Monthly Sales Commission  Yearly Annual Bonus  Health Insurance,Highlights:Make a difference,Career Opportunities: Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/project-sales-manager-hafary-myanmar-leading-tile-supplier-singapore/94444,55
Taxation Manager,"Global Technology Co., Ltd (GlobalNet)","Finance, Accounting, Audit",Yangon,Benefits: Attendance Bonus Reward for over performance Yearly Bonus Transportation Allowance Meal Allowance,Highlights:Fun working environment,Career Opportunities: Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/taxation-manager-global-technology-co-ltd-globalnet/94011,55
Head Of Sales,Grand Wynn Group of Companies,"Sales, Business Development",Yangon,Benefits: . Ferry . Uniform . Coffee . Incentive . Phone Bill,Highlights:. Fun Working environment . Make a difference . Join an experienced team,Career Opportunities: . Training Provided . Promotion opportunities . Management potential . Industry Specialization,12 Jan 2024,https://www.jobnet.com.mm/job/head-of-sales-grand-wynn-group-of-companies/91758,55
Maintenance Engineer (Mechanical),Sembcorp Myingyan Power Company Limited,"Engineering, Technical, HSE",Mandalay,Benefits: Competitive Benefits,Highlights:Join a winning team,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/maintenance-engineer-mechanical-sembcorp-myingyan-power-company-limited/85032,55
Co-Operate Sales Manager (Mobile&CE-Samsung Brand),"Unlimited Channel Co., Ltd","Sales, Business Development",Yangon,Benefits: Bonus + Commission Meal or Travel Allowance,Highlights:Make a difference Join an experienced team,Career Opportunities: Training Provide Lear new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/co-operate-sales-manager-mobileandce-samsung-brand-unlimited-channel-co-ltd/94438,55
Senior Accountant,"New Home International Co.,Ltd.","Finance, Accounting, Audit",Yangon,Benefits: * Yearly Bonus * Ph Bill,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-new-home-international-co-ltd/94437,55
Sales Manager/Assistant Sales Manager (MDY),Grand Wynn Group of Companies,"Sales, Business Development",Mandalay,Benefits: Uniform,Highlights:Join an experience team,Career Opportunities: Learn new skills on the jobs,12 Jan 2024,https://www.jobnet.com.mm/job/sales-manager-assistant-sales-manager-mdy-grand-wynn-group-of-companies/94436,56
Executive Secretary,Grand Wynn Group of Companies,Administrative,Yangon,Benefits: . Transportation . Uniform . Phone Bill . Coffee,Highlights:. Fun Working environment . Team Management . Join an experienced team . Make a difference,Career Opportunities: . Management Potential . Training & Development . Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/executive-secretary-grand-wynn-group-of-companies/91844,56
Digital Marketing Executive,SirenwearX,"Marketing, Media, Creative",Shan State,Benefits: Performance based reward. Accommodation and meal provided. Transportation allowance (air ticket) Other benefits,Highlights:Fun working environment Make a difference Join an experience team Salary negotiable based on experience,Career Opportunities: Learn new skills on the job Promotion opportunities Opportunities for professional growth and development,12 Jan 2024,https://www.jobnet.com.mm/job/digital-marketing-executive-sirenwearx/91761,56
Sales Executive (Retail Store),Ooredoo Myanmar,"Sales, Business Development",Sagaing Division,Benefits: Meal allowance Transportation  OML Family SIM with package,Highlights:Fun working environment Joined an experienced team,Career Opportunities: Training provided Learn new skills on job,12 Jan 2024,https://www.jobnet.com.mm/job/sales-executive-retail-store-ooredoo-myanmar/94428,56
Senior Graphic Designer,Shwe Emperor Group of Companies,"Marketing, Media, Creative",Yangon,"Benefits: Ferry Provided Attendance Allowance Overtime Payment Saturday, Sunday & Public Holidays",Highlights:Fun Working environment Make a difference,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/senior-graphic-designer-shwe-emperor-group-of-companies/94427,56
M&E Engineer,"Earth Trading Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: Meal Provide  Ferry Provide,Highlights:Join an experience team,Career Opportunities: management potential  promotion opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/mande-engineer-earth-trading-co-ltd/94419,56
Brand Executive,HEINEKEN Myanmar Limited,"Marketing, Media, Creative",Yangon,Benefits: * Transportation Allowance * Health Insurance * Group Life Insurance * Flexible working hours * Mobile Allowance * Annual Bonus,Highlights:* International Standard Working Environment * Sat/ Sun Off * Brew a Better World with us * Safe and Comfortable workplace,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Progr",12 Jan 2024,https://www.jobnet.com.mm/job/brand-executive-heineken-myanmar-limited/94417,56
Student Service Officer,Canadian International College-Myanmar,"Customer Service, Support",Yangon,Benefits: - Transportation Allowance - Uniform Provided - Overtime Payments - Rewords for over performance,Highlights:- Fun working environment - International Standards - Join an experienced team,Career Opportunities: - Training provided - Promotion opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/student-service-officer-canadian-international-college-myanmar/91822,56
Supply Chain Manager,Mottama Trading,"Procurement, Supply Chain",Yangon,Benefits: Meal and Travel Allowance Ferry Lunch Uniform,Highlights:Make a different Join an experienced team.,Career Opportunities: Training provided. Learn new skills on the job.,12 Jan 2024,https://www.jobnet.com.mm/job/supply-chain-manager-mottama-trading/91283,56
HR & Admin Assistant,Majesty Family International Co Ltd,"HR, Training and Recruitment",Yangon,"Benefits: - Ferry Provide (near of point), - Sunday and Public Holidays Off",Highlights:- Fun working environment - Make a difference,Career Opportunities: - Learn new skills on the job. - On Job Training,12 Jan 2024,https://www.jobnet.com.mm/job/hr-and-admin-assistant-majesty-family-international-co-ltd/91750,56
Relationship Manager - Institutional Banking,KBZ Bank,"Sales, Business Development",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards  Leading Bank in Myanmar,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/relationship-manager-institutional-banking-kbz-bank/91554,56
Anti Money Laundering Officer,KBZ Bank,"Legal, Risk and Compliance",Yangon,Benefits: Quarterly Bonus  Ferry Provide,Highlights:Join an experienced team,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/anti-money-laundering-officer-kbz-bank/94297,56
Factory Manager,Gold Yacht,"Manufacturing, Factory",Yangon,Benefits: Ferry Provided  Overtime Payment  Phone Allowance,Highlights:You can make a difference.,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/factory-manager-gold-yacht/94406,56
IT Assistant,"Rainbow Bridge Distribution Co., Ltd","IT Hardware, Software",Yangon,Benefits: Ferry  Uniform,Highlights:Make a difference,Career Opportunities: Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/it-assistant-rainbow-bridge-distribution-co-ltd/94403,56
Area Sale Manager,"Mo Mo International Trading Co.,Ltd","Sales, Business Development",Mandalay,Benefits: Bonus,Highlights:International Trading Standatd,Career Opportunities: Training,12 Jan 2024,https://www.jobnet.com.mm/job/area-sale-manager-mo-mo-international-trading-co-ltd/91438,56
Operation Supervisor,"Rainbow Bridge Distribution Co., Ltd","Project, Operations Management",Yangon,Benefits: Uniform Ferry,Highlights:You can make a difference,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/operation-supervisor-rainbow-bridge-distribution-co-ltd/94399,56
Production Engineer Officer (Thilawa SEZ ),"Pinnacle House Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: Lunch & Ferry Provided,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/production-engineer-officer-thilawa-sez-pinnacle-house-co-ltd/94397,56
Program Coordinator,Myanmar Noble University,"Marketing, Media, Creative",Yangon,Benefits: -,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,12 Jan 2024,https://www.jobnet.com.mm/job/program-coordinator-myanmar-noble-university/94395,56
Customer Service Executive,MARGA GROUP,"Customer Service, Support",Yangon,Benefits: Overtime payments,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/customer-service-executive-marga-group/94394,56
E-Logistics Operation Specialist,KBZ Bank,"Project, Operations Management",Yangon,Benefits: Bonus,Highlights:International Standards,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/e-logistics-operation-specialist-kbz-bank/85687,56
Production Manager,Joy Detox & Healthy Meal,"Manufacturing, Factory",Mandalay,Benefits: - Bonus + Commissions,Highlights:- International Standard,Career Opportunities: - Training Provided,12 Jan 2024,https://www.jobnet.com.mm/job/production-manager-joy-detox-and-healthy-meal/94393,56
Audit (Mandalay),Win Brothers Group of Companies Limited,"Finance, Accounting, Audit",Mandalay,Benefits: Yearly Bonus Uniform,"Highlights:ပညာအရည်အချင်းထောက်ခံချက်(သို့)ဘွဲ့လက်မှတ် LCCI Level (I,II ) Certificate Computer Certificate.",Career Opportunities: လိုအပ်သည်များကိုသင်တန်းပေးခြင်း ရာထူးတိုးရန်အခွင့်အရေးရှိခြင်း အခွင့်အရေးအသစ်များကို လေ့လာနိုင်ခြင်း,12 Jan 2024,https://www.jobnet.com.mm/job/audit-mandalay-win-brothers-group-of-companies-limited/94392,56
Foreign Remittance - Asst. Manager(Inward/Outward),KBZ Bank,"Project, Operations Management",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards Leading Bank in Myanmar,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/foreign-remittance-asst-managerinward-outward-kbz-bank/94390,56
Preschool Assistant Teacher,Prime International School,"Education, Teaching, Childcare",Yangon,Benefits: Competitive Compensation,Highlights:Positive School Culture and Values Collaborative and Supportive Work Environment Making a Difference,Career Opportunities: Opportunities for Growth and Advancement Professional Development Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/preschool-assistant-teacher-prime-international-school/84023,56
Assistant Supply Chain Manager,Capital Diamond Star Group (CDSG),"Procurement, Supply Chain",Yangon,Benefits: Benefits will be provided according to company policy.,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/assistant-supply-chain-manager-capital-diamond-star-group-cdsg/94388,56
Product & Pricing Senior Manager,Ooredoo Myanmar,"Marketing, Media, Creative",Yangon,Benefits: Annual Bonus Meal Allowance Ferry provided,Highlights:You can make a difference,Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/product-and-pricing-senior-manager-ooredoo-myanmar/94387,56
Assistant Import Manager (Medical Product),Pacific-AA Group,"Procurement, Supply Chain",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/assistant-import-manager-medical-product-pacific-aa-group/94386,56
Finance Staff,Industry Leading Company,"Finance, Accounting, Audit",Yangon,Benefits: Rewards over performance,Highlights:Join an experience team,Career Opportunities: Learn new skills on the job,12 Jan 2024,https://www.jobnet.com.mm/job/finance-staff/94385,56
Copywriter,KBZ Bank,"Marketing, Media, Creative",Yangon,Benefits: Quarterly Bonus,Highlights:International Standard,Career Opportunities: Opportunities for promotion,12 Jan 2024,https://www.jobnet.com.mm/job/copywriter-kbz-bank/91795,56
"Manager, Call Center In-Charge (Operation)",ATOM,"Customer Service, Support",Yangon,Benefits: Bonus entitlement Medical Insurance coverage Airtime Usage,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,12 Jan 2024,https://www.jobnet.com.mm/job/manager-call-center-in-charge-operation-atom/94381,56
Sr.Accountant,"Aung Gabar Co.,Ltd.","Finance, Accounting, Audit",Yangon,Benefits: -Ferry Provide,Highlights:-,Career Opportunities: -,12 Jan 2024,https://www.jobnet.com.mm/job/sraccountant-aung-gabar-co-ltd/93997,57
"Senior Executive , HSE",JFE MERANTI Myanmar,"Engineering, Technical, HSE",Yangon,Benefits: Rewards over performance,Highlights:International Standards,Career Opportunities: Training Provided,12 Jan 2024,https://www.jobnet.com.mm/job/senior-executive-hse-jfe-meranti-myanmar/94378,57
M&E Engineer / Electrical Power Engineer,"La Pyi Wun Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: *Bonus + Commission *Overtime Payments *Rewards for over performance,Highlights:*Fun Working Environment *International Standards work zone *Join an experienced management team,Career Opportunities: *Promotion Opportunities,12 Jan 2024,https://www.jobnet.com.mm/job/mande-engineer-electrical-power-engineer-la-pyi-wun-co-ltd/94139,57
Senior Accountant,Proximity Finance,"Finance, Accounting, Audit",Yangon,Benefits: - Competitive salary and benefits - Collaborative office environment,"Highlights:- Help shape Myanmar’s microfinance landscape - An environment that welcomes innovation and encourage new approaches -Talented, forward-thinking col",Career Opportunities: Possibility for job training,12 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-proximity-finance/94376,57
Regional Sales Manager,Good Number One,"Sales, Business Development",Yangon,Benefits: Yearly Bonus,Highlights:Fun working environment,Career Opportunities: Management Potential Promotion,10 Jan 2024,https://www.jobnet.com.mm/job/regional-sales-manager-good-number-one/80584,57
Chief Accountant,City Depot,"Finance, Accounting, Audit",Yangon,Benefits: Location : South Okkalapa Tsp. Working Hour: 8:15 AM to 5:15 PM Working Day: Monday to Saturday  Close Day    : Sunday & Gazette Holidays,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,10 Jan 2024,https://www.jobnet.com.mm/job/chief-accountant-city-depot/94366,57
Account Assistant,"Myanmar Golden Rock International Co., Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Provide,Highlights:Mon - Fri (9:00 am to 5:30 pm) Saturday  (9:00 am to 1:00 pm)   Sunday and Public Holidays Close,Career Opportunities: Training provide,10 Jan 2024,https://www.jobnet.com.mm/job/account-assistant-myanmar-golden-rock-international-co-ltd/94364,57
Assistant Vice President -Relationship Manager,Myanma Apex Bank (MAB) Ltd,"Customer Service, Support",Yangon,Benefits: -Uniform provided -Ferry provided -Overtime payment,Highlights:An awesome company,Career Opportunities: Possibility for job training,10 Jan 2024,https://www.jobnet.com.mm/job/assistant-vice-president-relationship-manager-myanma-apex-bank-mab-ltd/89531,57
Senior Accountant,Shwe Ou,"Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:You can make a difference,Career Opportunities: Possibility for job training,10 Jan 2024,https://www.jobnet.com.mm/job/senior-accountant-shwe-ou/94361,57
Sales Administrator,DKSH ( Myanmar ) Ltd.,"Sales, Business Development",Yangon,Benefits: Sat+ Sun (Off),Highlights:An awesome company,Career Opportunities: Opportunities for promotion,10 Jan 2024,https://www.jobnet.com.mm/job/sales-administrator-dksh-myanmar-ltd/94359,57
Receptionist,"Rangoon Espa Group Co.,Ltd","Hospitality, Hotel, Tourism",Yangon,Benefits: Basic Salary  ✔️Commission  ✔️Uniforms,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,10 Jan 2024,https://www.jobnet.com.mm/job/receptionist-rangoon-espa-group-co-ltd/94356,57
Structure Engineer-Real Estate,"Future Creator Group of Construction Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: Bouns  Yearly increment  Travelling allowance,Highlights:An awesome company,Career Opportunities: Possibility for job training,10 Jan 2024,https://www.jobnet.com.mm/job/structure-engineer-real-estate-future-creator-group-of-construction-co-ltd/94352,57
Planning Engineer-Real Estate,"Future Creator Group of Construction Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: Bonus  Yearly increment  Travelling allowance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,10 Jan 2024,https://www.jobnet.com.mm/job/planning-engineer-real-estate-future-creator-group-of-construction-co-ltd/94350,57
IGCSE Lead Teachers (All Subjects ),City Academy International Co. Ltd.,"Education, Teaching, Childcare",Yangon,Benefits: Rewards for over performance,Highlights:International Standard,Career Opportunities: Management Potential,10 Jan 2024,https://www.jobnet.com.mm/job/igcse-lead-teachers-all-subjects-city-academy-international-co-ltd/88830,57
"Assistant Manager, Training",AIA Myanmar,"HR, Training and Recruitment",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Career Opportunities: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,10 Jan 2024,https://www.jobnet.com.mm/job/assistant-manager-training-aia-myanmar/94338,57
Assistant Consumer Activation Manager,"Otsuka Myanmar Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:An awesome company Join a winning team International Standards,Career Opportunities: Opportunities for promotion Learn new skills and techniques,10 Jan 2024,https://www.jobnet.com.mm/job/assistant-consumer-activation-manager-otsuka-myanmar-co-ltd/94337,57
Coodination Assistant Manager,Leading Internet Service Provider Company,"Engineering, Technical, HSE",Yangon,Benefits: Ferry,Highlights:Fun Working enviornment,Career Opportunities: -,10 Jan 2024,https://www.jobnet.com.mm/job/coodination-assistant-manager-leading-internet-service-provider-company/94336,57
Head Of Corporate Sales,Prudential Myanmar,"Sales, Business Development",Yangon,Benefits: Salary + Commission Health and Life insurance Phone allowance,Highlights:Joined an experienced team Learning programs & trainings International standards,Career Opportunities: Promotion depending on the performance Online Learning Platform,10 Jan 2024,https://www.jobnet.com.mm/job/head-of-corporate-sales-prudential-myanmar/94335,57
Banking Branch Operation Manager,KBZ Bank,"Project, Operations Management",Yangon,Benefits: Bonus+Ferry,Highlights:International Standard,Career Opportunities: Learn new skill on job.,10 Jan 2024,https://www.jobnet.com.mm/job/banking-branch-operation-manager-kbz-bank/89613,57
Training & Development Manager,"Myanmar Japan Tobacco Co.,Ltd","HR, Training and Recruitment",Yangon,Benefits: •	Target Bonus •	Transportation allowance •	Special allowance •	Medical Insurance  •	Group Life Insurance,Highlights:• Unrivalled Learning & Development Opportunities including Global Mobility Program,Career Opportunities: •	Competitive compensation & benefits package •	Learning & development opportunities •	Be part of a global top employer organization,10 Jan 2024,https://www.jobnet.com.mm/job/training-and-development-manager-myanmar-japan-tobacco-co-ltd/94331,57
Graphic Designer,"Otsuka Myanmar Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Competitive salary and benefits package.,Highlights:International Standard  Join an experienced team Opportunity to work on a leading global brand.,Career Opportunities: Learn new skills on the job Promotion opportunities,10 Jan 2024,https://www.jobnet.com.mm/job/graphic-designer-otsuka-myanmar-co-ltd/94330,57
Head Of Operation And Maintenace,Leading Internet Service Provider Company,"Engineering, Technical, HSE",Yangon,Benefits: Travel allowance,Highlights:Fun Work enviorment,Career Opportunities: -,10 Jan 2024,https://www.jobnet.com.mm/job/head-of-operation-and-maintenace-leading-internet-service-provider-company/94328,57
Senior Administrative,"Otsuka Myanmar Co.,Ltd",Administrative,Yangon,Benefits: Competitive salary and benefits package.,Highlights:International Standard  Join an experienced team Opportunity to work on a leading global brand.,Career Opportunities: Learn new skills on the job Promotion opportunities,10 Jan 2024,https://www.jobnet.com.mm/job/senior-administrative-otsuka-myanmar-co-ltd/94327,57
"Senior Executive, New Business Case Coordinator",Manulife Myanmar,"Customer Service, Support",Yangon,Benefits: Performance Bonus  Transportation Allowance  Mobile Benefit  Medical Benefit,Highlights:International Standards  Diversity & Inclusion  Active & warm working culture  Join an experienced team,Career Opportunities: International Training   Career Development  Multi cultural explorer,10 Jan 2024,https://www.jobnet.com.mm/job/senior-executive-new-business-case-coordinator-manulife-myanmar/94324,57
HR Co-Ordinator Working In Dubai - UAE,Foreign Company,"HR, Training and Recruitment",Yangon,Benefits: - Accommodation provide - Meal provided - Air Ticket by company - annual leave and returned ticket after 2 years,Highlights:- Immediate Hiring - Preferred overseas experience   - Friendly working environment,Career Opportunities: - Promotion Opportunity - Good career pathway,10 Jan 2024,https://www.jobnet.com.mm/job/hr-co-ordinator-working-in-dubai-uae-foreign-company/94320,57
HR Manager ( Manufacturing ),KK Fishing Net Factory,"HR, Training and Recruitment",Yangon,Benefits: Travel Allowance.  Dormitory Allowance,Highlights:International Standards Join with an experience team,Career Opportunities: Innovative Training Programs.,09 Jan 2024,https://www.jobnet.com.mm/job/hr-manager-manufacturing-kk-fishing-net-factory/90143,57
Retail Channel Sales Manager,"I.P. One (Myanmar) Co.,Ltd","Sales, Business Development",Yangon,Benefits: Attractive Salary Annual Bonus Monthly Sales Incentive Telecommunication Allowance,Highlights:Fun working environment Join winning team,Career Opportunities: Promotion opportunities  Development training Abroad learning opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/retail-channel-sales-manager-ip-one-myanmar-co-ltd/94315,57
