Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
"Business Analyst, Information Technology",A Bank,"IT Hardware, Software",Yangon,Benefits: - Overtime Payment - Ferry from the Designated Point - Loan Application Chances - Late Ferry Arrangement,Highlights:- Fun working place - Young and Energetic,Career Opportunities: - Learn new skills,24 Dec 2024,https://www.jobnet.com.mm/job/business-analyst-information-technology-a-bank/108865,40
Sales Supervisor (Male Only),"Peace Myanmar Group Co.,Ltd (PMG)","Sales, Business Development",Yangon,Benefits: * Bonus + Commission * Rewards for over performance (KPI) * Phone Bill Allowance,Highlights:* Fun Working environment * Make a difference  * Join an experienced team,Career Opportunities: * Management potential,24 Dec 2024,https://www.jobnet.com.mm/job/sales-supervisor-male-only-peace-myanmar-group-co-ltd-pmg/108858,40
Senior Graphic Designer (KBZpay Market),KBZ Bank,"Marketing, Media, Creative",Yangon,"Benefits: Ferry (Specific Area, Pick-up Point) Uniform Health Insurance Quarterly Bonus",Highlights:An inclusive workplace that values diversity and teamwork Leading Bank in Myanmar,Career Opportunities: Learn new skills and techniques,24 Dec 2024,https://www.jobnet.com.mm/job/senior-graphic-designer-kbzpay-market-kbz-bank/108857,40
Digital Acquisition And Partnership Manager,KBZ Bank,"Marketing, Media, Creative",Yangon,"Benefits: Ferry (Specific Area, Pick-up Point) Uniform Health Insurance Quarterly Bonus",Highlights:An inclusive workplace that values diversity and teamwork Leading Bank in Myanmar,Career Opportunities: Opportunities for promotion,24 Dec 2024,https://www.jobnet.com.mm/job/digital-acquisition-and-partnership-manager-kbz-bank/108856,40
Supply Planner,HEINEKEN Myanmar Limited,"Procurement, Supply Chain",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Meal provided * Ferry provided,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",24 Dec 2024,https://www.jobnet.com.mm/job/supply-planner-heineken-myanmar-limited/108855,40
Maintenance Engineer,Myanmar Mamee-Double Decker Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Quarterly Bonus & Yearly Increment base on company   achievement and individual performance - Meal & Allowance provided - Ferry  & Uniform provid,Highlights:- Join an experience team - international Standard,Career Opportunities: - Learn new skill on the job - Management potential,24 Dec 2024,https://www.jobnet.com.mm/job/maintenance-engineer-myanmar-mamee-double-decker-ltd/101734,40
Channel Planning & Operation Manager,HEINEKEN Myanmar Limited,"Sales, Business Development",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Transportation Allowance,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",24 Dec 2024,https://www.jobnet.com.mm/job/channel-planning-and-operation-manager-heineken-myanmar-limited/108854,40
Assistant Manager -Export Management,Freight Forwarding and Logistics Company,"Logistics, Warehousing, Port",Yangon,Benefits: - Rewards for Performance - Annual Salary Adjustment - OT Payment - Annual Bonus,Highlights:- Multicultural Working Environment - International Standards,Career Opportunities: - Training Provided - Management Potential - Career Development,24 Dec 2024,https://www.jobnet.com.mm/job/assistant-manager-export-management-freight-forwarding-and-logistics-company/108847,40
Trade Marketing UTC & Loyalty Specialist,HEINEKEN Myanmar Limited,"Sales, Business Development",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Transportation Allowance,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",24 Dec 2024,https://www.jobnet.com.mm/job/trade-marketing-utc-and-loyalty-specialist-heineken-myanmar-limited/108845,40
Senior Sales Executive,"Ace Data Systems Co.,Ltd","Sales, Business Development",Yangon,Benefits: *Services Allowance per month *BYOD Allowance per month *Certificate Allowance per month *Saving Allowance per year,Highlights:*Fun Working Environment *International standards *Join an experienced team,Career Opportunities: *Training provided *Lean new skills on the job *Promotion opportunities *Management potential,24 Dec 2024,https://www.jobnet.com.mm/job/senior-sales-executive-ace-data-systems-co-ltd/108424,40
Sales Supervisor,Focus Value Company Limited,"Sales, Business Development",Yangon,Benefits: - Annual Bonus/ Incentive,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,23 Dec 2024,https://www.jobnet.com.mm/job/sales-supervisor-focus-value-company-limited/108836,40
Secretary,UTW (Myanmar) Limited,Administrative,Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment,Career Opportunities: Training Provided,23 Dec 2024,https://www.jobnet.com.mm/job/secretary-utw-myanmar-limited/108834,40
Platform Engineer,Capital Diamond Star Group (CDSG),"IT Hardware, Software",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,23 Dec 2024,https://www.jobnet.com.mm/job/platform-engineer-capital-diamond-star-group-cdsg/108832,40
Assistant Distribution Manager (Yangon & Mandalay),Sea Lion CLL Holdings,"Logistics, Warehousing, Port",Yangon,Benefits: •	Bonus •	Ferry Provided •	13th Month Salary •	Medical Benefits,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,23 Dec 2024,https://www.jobnet.com.mm/job/assistant-distribution-manager-yangon-and-mandalay-sea-lion-cll-holdings/108830,40
"VP, Head Of Customer Service Excellence",ATOM,"Customer Service, Support",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:- Make a difference! - Join an experienced team!,Career Opportunities: - Learn new Skills on the job,23 Dec 2024,https://www.jobnet.com.mm/job/vp-head-of-customer-service-excellence-atom/108808,40
"Manager, Financial Reporting And Governance",AIA Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,23 Dec 2024,https://www.jobnet.com.mm/job/manager-financial-reporting-and-governance-aia-myanmar/108795,40
IT Technician,PUMA POWER INTERNATIONAL COMPANY LIMITED,"IT Hardware, Software",Mon State,Benefits: အလုပ်ချိန် : 9:00 AM to 6:00PM ပိတ်ရက် (တစ်ပတ်တစ်ရက်) ညှိနှိုင်း ခရီးသွားလာနိုင်သူဖြစ်ရမည်။,Highlights:-,Career Opportunities: -,23 Dec 2024,https://www.jobnet.com.mm/job/it-technician-puma-power-international-company-limited/108788,40
Accountant,"Epic World Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Rewards for Over Performance,Highlights:Fun Working Environment,Career Opportunities: Promotion Opportunities,23 Dec 2024,https://www.jobnet.com.mm/job/accountant-epic-world-co-ltd/108782,40
HR Officer,PME & AG Holding,"HR, Training and Recruitment",Yangon,Benefits: •	Ferry provided •	Rewards for over performance,Highlights:•	Fair working environment •	Join an experience team •	Make a difference,Career Opportunities: •	Training Provided •	Learing new skills on the job •	Promotion Opportunities •	Management Potential,23 Dec 2024,https://www.jobnet.com.mm/job/hr-officer-pme-and-ag-holding/108781,40
Accountant,Myanmar Starlit International Company Limited,"Engineering, Technical, HSE",Yangon,Benefits: * Coffee & Snack Provide  * Reward for over performance,Highlights:* Fun Working environment  * Make a difference * Join an experienced team,Career Opportunities: * Training provided  * learn new skills on the job,23 Dec 2024,https://www.jobnet.com.mm/job/accountant-myanmar-starlit-international-company-limited/108780,40
"Mid-Level Web Developer (PHP, Laravel)",PRO 1 GLOBAL COMPANY LIMITED,"IT Hardware, Software",Yangon,Benefits: Bonus Meal  Overtime Allowance Travel Allowance Ferry Long Service Benefit One year one time increase Salary,Highlights:International Standard Learn new technology opportunity,Career Opportunities: Training Provide Join with experience Team,23 Dec 2024,https://www.jobnet.com.mm/job/mid-level-web-developer-php-laravel-pro-1-global-company-limited/108773,40
Sales Associate,Yoma Group,"Sales, Business Development",Yangon,Benefits: *Salary + Allowance *Ph bill allowance + Travel allowance *Medical allowance *Overtime payments *Rewards for over performance,Highlights:*Fun Working environment *International Standards *Make a difference *Join an experienced team,Career Opportunities: *Training provided (Internal + External) *Learn new skills on the job *Promotion opportunities *Management potential,23 Dec 2024,https://www.jobnet.com.mm/job/sales-associate-yoma-group/108770,40
Senior Java Developer,Wave Money,"IT Hardware, Software",Yangon,"Benefits: BENEFITS - Medical, Life Insurance  - Mobile Usage allowance  - Ferry - Flexibility for remote working - Other benefits including Company Bonus",Highlights:- Myanmar's First Mobile Financial Services Provider - International Working Environment,Career Opportunities: - Growing organization - Develop your career,23 Dec 2024,https://www.jobnet.com.mm/job/senior-java-developer-wave-money/106259,40
"Sr. Officer/AM,Campaign Management (1 Yr Contract)",ATOM,"IT Hardware, Software",Yangon,Benefits: Airtime Usage Medical Insurance Coverage Bonus Entitlement,Highlights:Make a difference! Join an experienced team!,Career Opportunities: Learn new Skills on the job,23 Dec 2024,https://www.jobnet.com.mm/job/sr-officer-am-campaign-management-1-yr-contract-atom/106377,40
Contract Specialist,HEINEKEN Myanmar Limited,"Sales, Business Development",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Transportation Allowance,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",23 Dec 2024,https://www.jobnet.com.mm/job/contract-specialist-heineken-myanmar-limited/108758,40
HR Operation Executive,Dai-ichi Life Insurance Myanmar Ltd.,"HR, Training and Recruitment",Yangon,Benefits: • Rewards over performance • Fun Working enviroment • Internlational Standards • Make a difference • Join an experienced team,Highlights:• Fun Working enviroment • Internlational Standards • Make a difference • Join an experienced team,Career Opportunities: • Commitment to diversity and inclusion,23 Dec 2024,https://www.jobnet.com.mm/job/hr-operation-executive-dai-ichi-life-insurance-myanmar-ltd/108742,40
Senior Talent Acquisition Specialist,Yoma Bank,"HR, Training and Recruitment",Yangon,Benefits: • Ferry Provided • Mobile Phone Allowance • Life Insurance • Limited Medical Cover,Highlights:• Empowered Working Environment • Diverse Team,Career Opportunities: • Learning and Development Platform • Opportunities to Explore Multiple Career Paths,22 Dec 2024,https://www.jobnet.com.mm/job/senior-talent-acquisition-specialist-yoma-bank/108734,40
Sales Executive (Dealer),"Hafary Myanmar-Leading Tile Supplier, Singapore","Sales, Business Development",Yangon,Benefits: -Sales Commission -Yearly bonus -Telephone top-up allowance -Health and life Insurance  -Attendance bonus,Highlights:You can make a difference,Career Opportunities: Possibility for job training,21 Dec 2024,https://www.jobnet.com.mm/job/sales-executive-dealer-hafary-myanmar-leading-tile-supplier-singapore/108733,40
Admin Supervisor,SP Bakery Company Limited,Administrative,Yangon,Benefits: Sunday Off & Public Holiday Off Ferry Provide,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,21 Dec 2024,https://www.jobnet.com.mm/job/admin-supervisor-sp-bakery-company-limited/108729,40
HR Admin Assistant,City Depot,Administrative,Yangon,Benefits: * Reward for over Performance * Phone Package  Office hour: 8:15 AM to 5:15 PM Off day: Sunday and Public holidays Location: Thingagyun Township,Highlights:* Make a difference * Join an experienced team,Career Opportunities: * Training Provide * Promotion Opportunities * Learn new skills on the job,21 Dec 2024,https://www.jobnet.com.mm/job/hr-admin-assistant-city-depot/108728,40
IT Support Technician,"Mega Nation Construction Co.,Ltd","IT Hardware, Software",Yangon,Benefits: Bonus overtime payment,Highlights:Make a difference fun working environment,Career Opportunities: Learn new skills on the job,21 Dec 2024,https://www.jobnet.com.mm/job/it-support-technician-mega-nation-construction-co-ltd/108726,41
Accountant,"Yadanar More & More Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Attendance Bonus Yearly bonus Wedding benefit Home loan  Car installment,"Highlights:Holiday - Sunday, National Holiday Work Days - Monday to Saturday Work Time - 9:00 AM to 5:30 PM Duty Station - South Okkalapa Township",Career Opportunities: Training provided Learn new skill on the job Promotion opportunities Management potential,20 Dec 2024,https://www.jobnet.com.mm/job/accountant-yadanar-more-and-more-co-ltd/108721,41
Accountant,Beauty Diary,"Finance, Accounting, Audit",Yangon,"Benefits: - Ferry provided - Holiday: Sunday & Gazette Holiday / (Sat,Sun ) 2nd week and 3rd week",Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,20 Dec 2024,https://www.jobnet.com.mm/job/accountant-beauty-diary/108719,41
HSE Supervisor,KM Terminal and Logistics Limited,"Engineering, Technical, HSE",Yangon,Benefits: Yearly+Yearly Increment Uniform Ferry Provided,Highlights:The preferred competencies  Able to work under pressure and also good in managing team.  Good problem and analytical skill. Able to speak Englis,Career Opportunities: Training Provided Learning new skill on job,20 Dec 2024,https://www.jobnet.com.mm/job/hse-supervisor-km-terminal-and-logistics-limited/108716,41
Stock Account,Goldennet Trading Limited,"Finance, Accounting, Audit",Yangon,Benefits: Travelling Allowance,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,20 Dec 2024,https://www.jobnet.com.mm/job/stock-account-goldennet-trading-limited/108715,41
Operations And Logistics Executive,"CMA CGM (Myanmar) Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: - 13-month Salary - Medical Insurance - Yearly performance increment - Transportation/ Location/ Phone Allowance - Saturday/ Sunday and public hol,Highlights:International Standard Organization.  Mobility opportunity,Career Opportunities: External/ Internal Training provided,20 Dec 2024,https://www.jobnet.com.mm/job/operations-and-logistics-executive-cma-cgm-myanmar-co-ltd/108713,41
Chief Accountant,"Myanmar Shining Star Distribution Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Provide Year Bonus  Attendance Allowance  Phone Bill Allowance,Highlights:Fun Working Environment  Make a different  Join an experience team,Career Opportunities: Learn new skills on the job,20 Dec 2024,https://www.jobnet.com.mm/job/chief-accountant-myanmar-shining-star-distribution-co-ltd/108711,41
Junior Accountant,New Sky Travel,"Customer Service, Support",Yangon,Benefits: Reward for Over Performance.,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,20 Dec 2024,https://www.jobnet.com.mm/job/junior-accountant-new-sky-travel/108508,41
Supply Chain Supervisor(Or) Executive,"IMPACT Co., Ltd","Logistics, Warehousing, Port",Yangon,Benefits: Bonus + Salary Increment,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,20 Dec 2024,https://www.jobnet.com.mm/job/supply-chain-supervisoror-executive-impact-co-ltd/108710,41
Accounting Manager,Ayeyar Hinthar Holdings Company Limited,"Finance, Accounting, Audit",Yangon,"Benefits: Saturday, Sunday, and Gazette Holidays Off Medical Insurance, Lunch Subsidized Ferry Provided (Depending on ferry way)  Annual Bonus",Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,20 Dec 2024,https://www.jobnet.com.mm/job/accounting-manager-ayeyar-hinthar-holdings-company-limited/108706,41
Storekeeper (Hlaing Thar Yar/ Thilawa),"Good Brothers Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: *Lunch Provided  *Phone Bill Allowance *Office Hostel Provided,Highlights:An awesome company,Career Opportunities: *Learn new skills on the job. *Training provided.,20 Dec 2024,https://www.jobnet.com.mm/job/storekeeper-hlaing-thar-yar-thilawa-good-brothers-co-ltd/108704,41
Warehouse Manager,"Good Brothers Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: *Lunch Provide *Phone Bill Allowance  *Office Hostel Provide,Highlights:An awesome company,Career Opportunities: *Training Provided,20 Dec 2024,https://www.jobnet.com.mm/job/warehouse-manager-good-brothers-co-ltd/108703,41
Communications & IT Technician (Offshore) (M&AS),MPRL E&P Group of Companies,"IT Hardware, Software",Yangon,Benefits: - PPE,Highlights:Join a winning team,Career Opportunities: Possibility for job training,20 Dec 2024,https://www.jobnet.com.mm/job/communications-and-it-technician-offshore-mandas-mprl-eandp-group-of-companies/108702,41
Instrument Technician (Offshore) (M&AS),MPRL E&P Group of Companies,"Engineering, Technical, HSE",Yangon,Benefits: - PPE,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,20 Dec 2024,https://www.jobnet.com.mm/job/instrument-technician-offshore-mandas-mprl-eandp-group-of-companies/108699,41
Production Technician (Offshore) (M&AS),MPRL E&P Group of Companies,"Engineering, Technical, HSE",Yangon,Benefits: - PPE,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,20 Dec 2024,https://www.jobnet.com.mm/job/production-technician-offshore-mandas-mprl-eandp-group-of-companies/108698,41
Finance & Account Manager,Good Number One,"Finance, Accounting, Audit",Yangon,Benefits: - Ferry provided,Highlights:- Fun working environment - Join a winning team - Make a difference,Career Opportunities: - Management Potential,20 Dec 2024,https://www.jobnet.com.mm/job/finance-and-account-manager-good-number-one/108684,41
Medical Product Specialist,"Otsuka Myanmar Co.,Ltd","Medical, Nursing, Pharmacy",Yangon,"Benefits: •Enjoy working on the 15th floor of the Kantharyar Tower with panoramic views. •Comprehensive health insurance, gym access, and transportation suppor",Highlights:•Attractive salary package reflective of your skills and experience,Career Opportunities: •Opportunities to develop your skills and grow your career within a world-class company.,20 Dec 2024,https://www.jobnet.com.mm/job/medical-product-specialist-otsuka-myanmar-co-ltd/108682,41
Learning & Development Manager (Breadtalk),SHWE TAUNG GROUP,"HR, Training and Recruitment",Yangon,Benefits: - Meal Allowance - Transportation Allowance - Phone Bill Provided,Highlights:- Fun working environment  - International Standard  - Joined an experienced team - Make a difference,Career Opportunities: - Training provided  - Learn new skills on the job,20 Dec 2024,https://www.jobnet.com.mm/job/learning-and-development-manager-breadtalk-shwe-taung-group/108670,41
Compliance Associate (KYC Analyst),Capital Diamond Star Group (CDSG),"Legal, Risk and Compliance",Yangon,Benefits: - Overtime Payment - Phone bill allowance - Ferry Provide (near pick up point) - Weekends and Public Holidays are off,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/compliance-associate-kyc-analyst-capital-diamond-star-group-cdsg/108668,41
Admin Supervisor For Shweptithar,Nut House Myanmar,Administrative,Yangon,Benefits: Rewards for over performance Other allowances are discussed at interview.,Highlights:Join an experience team,Career Opportunities: Learn new skills on the Job,19 Dec 2024,https://www.jobnet.com.mm/job/admin-supervisor-for-shweptithar-nut-house-myanmar/108664,41
Production Manager,"Myanmar Shining Star Distribution Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: Attendance Allowance  Phone Bill Allowance  Ferry Provide,Highlights:Fun Working Environment  Make a different  Join an experience team,Career Opportunities: Learn skill in the job.,19 Dec 2024,https://www.jobnet.com.mm/job/production-manager-myanmar-shining-star-distribution-co-ltd/108662,41
Senior Sale Supervisors,United Chan Thar,"Sales, Business Development",Yangon,Benefits: Travel Allowance  Bonus  Incentive  Ph Bill,Highlights:.Make a different .Join with Experiences Team,Career Opportunities: Training Provide Learning skills on the job,19 Dec 2024,https://www.jobnet.com.mm/job/senior-sale-supervisors-united-chan-thar/108660,41
Sale Supervisors,United Chan Thar,"Sales, Business Development",Yangon,Benefits: Travel Allowance  Bonus  Incentive  Ph Bill,Highlights:Make a different  joint experiences Team,Career Opportunities: Training Provide  Learning skill on the job,19 Dec 2024,https://www.jobnet.com.mm/job/sale-supervisors-united-chan-thar/108659,41
"Senior Analyst, Agency Operational Support",AIA Myanmar,"Project, Operations Management",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,19 Dec 2024,https://www.jobnet.com.mm/job/senior-analyst-agency-operational-support-aia-myanmar/104538,41
Business Development Manager,"New Home International Co.,Ltd","Sales, Business Development",Yangon,Benefits: Commission  Ph Bill SIM Card,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/business-development-manager-new-home-international-co-ltd/108656,41
Sale Manager & Supervisor (Urgent)Yangon/Mandalay,"Green Light Co.,Ltd.","Sales, Business Development",Yangon,Benefits: Reward over performance,Highlights:make a difference,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/sale-manager-and-supervisor-urgentyangon-mandalay-green-light-co-ltd/108653,41
Secretary,SP Bakery Company Limited,Administrative,Yangon,Benefits: Meal o Travel Allowance Ferry Provide,Highlights:An awesome company,Career Opportunities: Possibility for job training,19 Dec 2024,https://www.jobnet.com.mm/job/secretary-sp-bakery-company-limited/108650,41
Warehouse & Logistics Manager,SP Bakery Company Limited,"Logistics, Warehousing, Port",Yangon,Benefits: Sunday & Public Holiday Off Ferry Provide,Highlights:Fun Working Environment,Career Opportunities: Possibility for job training,19 Dec 2024,https://www.jobnet.com.mm/job/warehouse-and-logistics-manager-sp-bakery-company-limited/108647,41
Sales Admin,MYW Technologies,Administrative,Yangon,Benefits: -,Highlights:-,Career Opportunities: -,19 Dec 2024,https://www.jobnet.com.mm/job/sales-admin-myw-technologies/108645,41
"Senior Manager, Performance Mgt & Service Quality",ATOM,"Customer Service, Support",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:- Make a difference! - Join an experienced team!,Career Opportunities: - Learn new Skills on the job,19 Dec 2024,https://www.jobnet.com.mm/job/senior-manager-performance-mgt-and-service-quality-atom/108644,41
Solar Design And Installation Engineer,"Myanmar Hyspot Electric Technologies Co., Ltd.","Engineering, Technical, HSE",Yangon,Benefits: Bonus Meal & Travel Allownace Overtime Payment Rewards for over Performance,Highlights:Fun Working Experience International Standards  Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skill on the job Promotion Opportunities Management Potential,19 Dec 2024,https://www.jobnet.com.mm/job/solar-design-and-installation-engineer-myanmar-hyspot-electric-technologies-co-ltd/108643,42
Project Manager /Engineer,"Shwe Engineering & Construction Co., Ltd","Project, Operations Management",Yangon,Benefits: - ၁ လ ၂ ရက်နား ( လုပ်ကွက်နှင်ညှိနှိုင်း၍),Highlights:-,Career Opportunities: -,19 Dec 2024,https://www.jobnet.com.mm/job/project-manager-engineer-shwe-engineering-and-construction-co-ltd/108639,42
Maintenance & Utility Manager,Coca-Cola Pinya Beverages Myanmar,"Manufacturing, Factory",Yangon,Benefits: Ferry Provided Lunch Provided,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/maintenance-and-utility-manager-coca-cola-pinya-beverages-myanmar/99860,42
Graphic Designer,Kings Yangon,"Marketing, Media, Creative",Yangon,Benefits: - Ferry provide - Partially subsidized lunch program,Highlights:- Attain International working exposure in the multi-cultural environment - Fun and enjoyable atmosphere,Career Opportunities: - Two times performance review per year - Self development training program,19 Dec 2024,https://www.jobnet.com.mm/job/graphic-designer-kings-yangon/108633,42
Pre-Sales Engineer,"Hafary Myanmar-Leading Tile Supplier, Singapore","Sales, Business Development",Yangon,Benefits: Sales Commission  Monthly telephone bills Health Insurance Attendance Bonus Ferry Provided,Highlights:Good working environment,Career Opportunities: Training Provided,19 Dec 2024,https://www.jobnet.com.mm/job/pre-sales-engineer-hafary-myanmar-leading-tile-supplier-singapore/108621,42
Brand Manager,SP Bakery Company Limited,"Marketing, Media, Creative",Yangon,Benefits: Ferry Provide Sunday off & Public Holiday Off,Highlights:Fun Working environment,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/brand-manager-sp-bakery-company-limited/108620,42
Admin Manager,"Shwe Engineering & Construction Co., Ltd",Administrative,Yangon,Benefits: -8.30 to 5.30 ( Manday to Saturday )   Sunday to Public Holiday,Highlights:-,Career Opportunities: -,19 Dec 2024,https://www.jobnet.com.mm/job/admin-manager-shwe-engineering-and-construction-co-ltd/108619,42
Channel Sales Supervisor,Shwe Food Production,"Sales, Business Development",Yangon,Benefits: Attractive Salary Sales Incentives Ferry Provided Reward for performance,"Highlights:Warm, safe and engaged workplace. Knowledge sharing and corporate culture environment.","Career Opportunities: Career development trainings, Promotion career up to higher position, Learn new skills and knowledge",19 Dec 2024,https://www.jobnet.com.mm/job/channel-sales-supervisor-shwe-food-production/106164,42
Packaging Operator,HEINEKEN Myanmar Limited,"Manufacturing, Factory",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Meal provided * Ferry provided,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",19 Dec 2024,https://www.jobnet.com.mm/job/packaging-operator-heineken-myanmar-limited/108616,42
Customer Services Staff,HAGL Myanmar,"Customer Service, Support",Yangon,Benefits: • Uniform • Meal Allowance • Transportation Allowance • Yearly Bonus • Long Services Award,Highlights:• International Standard.  • Learn new skills.,Career Opportunities: • Training provide • Promotion opportunities,19 Dec 2024,https://www.jobnet.com.mm/job/customer-services-staff-hagl-myanmar/108615,42
Customer Services Executive,MARGA GROUP,"Customer Service, Support",Yangon,Benefits: OT Allowance Health Insurance Life Insurance,Highlights:International Working Standard,Career Opportunities: Learning New Skills,19 Dec 2024,https://www.jobnet.com.mm/job/customer-services-executive-marga-group/108611,42
Marketing And Communications Manager,Sea Lion CLL Holdings,"Marketing, Media, Creative",Yangon,Benefits: •	Bonus •	Ferry Provided •	13th Month Salary •	Medical Benefits,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,19 Dec 2024,https://www.jobnet.com.mm/job/marketing-and-communications-manager-sea-lion-cll-holdings/103593,42
Engineering Operation Manager,MARGA GROUP,"Engineering, Technical, HSE",Yangon,Benefits: - OT Allowance - Phone Bill - Health and Life Insurance,Highlights:-International Working standard - Learn new skills form different way,Career Opportunities: - promotion Opportunity,18 Dec 2024,https://www.jobnet.com.mm/job/engineering-operation-manager-marga-group/108600,42
Admin Supervisor,MYW Technologies,Administrative,Yangon,Benefits: -,Highlights:-,Career Opportunities: -,18 Dec 2024,https://www.jobnet.com.mm/job/admin-supervisor-myw-technologies/108598,42
Senior Sales Executive (Avis Car Rental Service),RMA Myanmar,"Sales, Business Development",Yangon,Benefits: -Commission -Ferry Provide -Yearly increment -Health Insurance -Sat & Sun Off,Highlights:-International Standards,Career Opportunities: -Training Provide -Management Potential,18 Dec 2024,https://www.jobnet.com.mm/job/senior-sales-executive-avis-car-rental-service-rma-myanmar/108597,42
Admin Assistant Manager,MYW Technologies,Administrative,Yangon,Benefits: -,Highlights:-,Career Opportunities: -,18 Dec 2024,https://www.jobnet.com.mm/job/admin-assistant-manager-myw-technologies/108595,42
IT Technician,"Golden Harvest Co.,Ltd","IT Hardware, Software",Yangon,Benefits: * Duty Meal * Attendance Bonus * Yearly increment & Bonus,Highlights:* Join an experienced team,Career Opportunities: * Training provided * Promotion opportunities,18 Dec 2024,https://www.jobnet.com.mm/job/it-technician-golden-harvest-co-ltd/108594,42
Senior HR And Admin Manager,"Digital Service, Microfinance","HR, Training and Recruitment",Yangon,Benefits: -Rewards for over performance -Lunch provide -Ferry provide,Highlights:-To provide financing & accounting support regarding the Engineering Project activities to be carried out in our business.,Career Opportunities: -Promotion opportunity -Management potential,18 Dec 2024,https://www.jobnet.com.mm/job/senior-hr-and-admin-manager-digital-service-microfinance/108592,42
Senior HR Assistant,SP Bakery Company Limited,"HR, Training and Recruitment",Yangon,Benefits: Ferry Provide  Sunday Off & Public Holiday Off,Highlights:Fun working environment,Career Opportunities: Training Provided Lear New Skill,18 Dec 2024,https://www.jobnet.com.mm/job/senior-hr-assistant-sp-bakery-company-limited/108584,42
